CustomerID,Quantity,Country,QuantityCanceled,CancellationRate,cluster,Recency,Frequency,Monetary,r_quartile,f_quartile,m_quartile,RFMScore,R_Level,F_Level,M_Level,RFM_Sum,RFM_Level
12414.0,297.0,Austria,0.0,0.0,0,188,3,442.41,3,2,3,323,Inactive,Regulars,Top 75%,8,Needs Attention
12415.0,73915.0,Australia,307.0,0.004153419468308192,1,70,16,117467.92000000001,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
12417.0,1210.0,Belgium,5.0,0.004132231404958678,1,107,7,2451.5699999999997,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
12418.0,407.0,Switzerland,0.0,0.0,0,113,1,668.5799999999997,3,4,2,342,Temporarily idle,Returning customers,Top 50%,9,Require Activation
12420.0,345.0,Cyprus,0.0,0.0,0,153,1,600.3900000000001,3,4,2,342,Inactive,Returning customers,Top 75%,9,Require Activation
12421.0,402.0,Spain,0.0,0.0,0,115,3,488.56000000000006,3,2,3,323,Temporarily idle,Regulars,Top 75%,8,Needs Attention
12422.0,367.0,Australia,0.0,0.0,0,169,3,683.56,3,2,2,322,Inactive,Regulars,Top 50%,7,Promising
12423.0,1122.0,Belgium,0.0,0.0,1,101,7,1440.67,2,1,2,212,Temporarily idle,Stellar customer,Top 50%,5,Loyal
12424.0,740.0,Australia,0.0,0.0,0,163,2,1760.9600000000003,3,3,1,331,Inactive,Regulars,Best,7,Promising
12425.0,496.0,Portugal,0.0,0.0,1,78,1,777.1999999999999,2,4,2,242,Temporarily idle,Returning customers,Top 50%,8,Needs Attention
12426.0,254.0,Germany,0.0,0.0,0,195,1,510.7299999999999,3,4,3,343,Inactive,Returning customers,Top 75%,10,Require Activation
12427.0,188.0,Germany,0.0,0.0,1,61,2,496.08000000000004,1,3,3,133,Temporarily idle,Regulars,Top 75%,7,Promising
12428.0,3361.0,Finland,32.0,0.009520975900029753,1,32,7,6037.66,1,1,1,111,Frequent,Stellar customer,Best,3,Can't Loose Them
12429.0,1026.0,Denmark,0.0,0.0,0,173,3,2482.88,3,2,1,321,Inactive,Regulars,Best,6,Potential
12431.0,2553.0,Australia,48.0,0.01880141010575793,1,2,14,5660.35,1,1,1,111,Highly active,Stellar customer,Best,3,Can't Loose Them
12432.0,1426.0,Norway,0.0,0.0,0,173,2,3316.6600000000003,3,3,1,331,Inactive,Regulars,Best,7,Promising
12433.0,5431.0,Norway,0.0,0.0,1,92,3,6395.230000000001,2,2,1,221,Temporarily idle,Regulars,Best,5,Loyal
12434.0,394.0,Australia,8.0,0.02030456852791878,1,85,2,792.9399999999998,2,3,2,232,Temporarily idle,Regulars,Top 50%,7,Promising
12435.0,2055.0,Denmark,0.0,0.0,1,80,2,7829.889999999999,2,3,1,231,Temporarily idle,Regulars,Best,6,Potential
12436.0,209.0,Norway,0.0,0.0,3,335,1,429.01000000000005,4,4,3,443,Inactive,Returning customers,Top 75%,11,Require Activation
12437.0,1952.0,France,5.0,0.0025614754098360654,1,9,12,2655.2599999999998,1,1,1,111,Highly active,Stellar customer,Best,3,Can't Loose Them
12438.0,583.0,Norway,0.0,0.0,0,141,1,770.0699999999998,3,4,2,342,Highly active,Returning customers,Top 50%,9,Require Activation
12441.0,120.0,France,0.0,0.0,2,485,1,155.55,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
12444.0,896.0,Norway,0.0,0.0,1,0,4,3388.8199999999997,1,2,1,121,Highly active,Regulars,Best,4,Champions
12446.0,351.0,RSA,0.0,0.0,1,58,1,1002.3099999999998,1,4,2,142,Temporarily idle,Returning customers,Top 50%,7,Promising
12447.0,187.0,Belgium,0.0,0.0,1,67,1,431.49,2,4,3,243,Temporarily idle,Returning customers,Top 75%,9,Require Activation
12449.0,1006.0,Belgium,0.0,0.0,1,92,3,2379.58,2,2,1,221,Temporarily idle,Regulars,Best,5,Loyal
12450.0,128.0,Spain,0.0,0.0,0,174,2,197.88,3,3,4,334,Inactive,Regulars,Worst,10,Require Activation
12451.0,5755.0,Switzerland,0.0,0.0,0,214,3,7847.379999999999,4,2,1,421,Inactive,Regulars,Best,7,Promising
12453.0,473.0,Austria,0.0,0.0,0,135,1,707.0899999999999,3,4,2,342,Temporarily idle,Returning customers,Top 50%,9,Require Activation
12454.0,1006.0,Spain,0.0,0.0,1,57,1,3528.34,1,4,1,141,Temporarily idle,Returning customers,Best,6,Potential
12455.0,2084.0,Cyprus,0.0,0.0,1,74,5,2339.8599999999997,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
12456.0,1062.0,Switzerland,0.0,0.0,0,132,2,1825.3999999999999,3,3,1,331,Temporarily idle,Regulars,Best,7,Promising
12457.0,836.0,Switzerland,144.0,0.1722488038277512,1,82,6,1612.23,2,1,1,211,Temporarily idle,Stellar customer,Top 50%,4,Champions
12458.0,502.0,Switzerland,0.0,0.0,1,72,2,787.4000000000001,2,3,2,232,Temporarily idle,Regulars,Top 50%,7,Promising
12461.0,282.0,Switzerland,0.0,0.0,0,125,1,626.8800000000001,3,4,2,342,Temporarily idle,Returning customers,Top 75%,9,Require Activation
12462.0,281.0,Spain,0.0,0.0,1,99,1,594.1099999999999,2,4,3,243,Temporarily idle,Returning customers,Top 75%,9,Require Activation
12463.0,571.0,Belgium,4.0,0.0070052539404553416,1,6,3,872.3900000000001,1,2,2,122,Highly active,Regulars,Top 50%,5,Loyal
12464.0,70.0,Belgium,0.0,0.0,1,107,6,615.5500000000001,2,1,2,212,Temporarily idle,Stellar customer,Top 75%,5,Loyal
12465.0,292.0,Belgium,0.0,0.0,0,170,1,410.94,3,4,3,343,Inactive,Returning customers,Top 75%,10,Require Activation
12468.0,362.0,Germany,0.0,0.0,0,218,2,657.54,4,3,2,432,Inactive,Regulars,Top 75%,9,Require Activation
12471.0,5588.0,Germany,105.0,0.01879026485325698,1,78,20,12000.510000000002,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
12472.0,3067.0,Germany,58.0,0.018910987936093904,0,139,5,4433.330000000001,3,1,1,311,Temporarily idle,Stellar customer,Best,5,Loyal
12473.0,844.0,Germany,71.0,0.08412322274881516,0,115,2,973.29,3,3,2,332,Temporarily idle,Regulars,Top 50%,8,Needs Attention
12474.0,3029.0,Germany,46.0,0.015186530207989435,1,3,14,4342.509999999999,1,1,1,111,Highly active,Stellar customer,Best,3,Can't Loose Them
12476.0,1285.0,Germany,13.0,0.010116731517509728,1,85,7,3091.1699999999996,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
12477.0,3180.0,Germany,30.0,0.009433962264150943,1,38,5,11086.77,1,1,1,111,Frequent,Stellar customer,Best,3,Can't Loose Them
12480.0,1082.0,Germany,0.0,0.0,0,144,3,1892.9500000000005,3,2,1,321,Inactive,Regulars,Best,6,Potential
12481.0,3110.0,Germany,14.0,0.0045016077170418,0,162,9,4829.5599999999995,3,1,1,311,Inactive,Stellar customer,Best,5,Loyal
12483.0,782.0,Sweden,2.0,0.0025575447570332483,1,35,6,1281.56,1,1,2,112,Frequent,Stellar customer,Top 50%,4,Champions
12484.0,1841.0,Spain,6.0,0.0032590983161325366,1,104,3,3164.1999999999994,2,2,1,221,Temporarily idle,Regulars,Best,5,Loyal
12488.0,169.0,France,0.0,0.0,1,76,1,553.39,2,4,3,243,Temporarily idle,Returning customers,Top 75%,9,Require Activation
12489.0,103.0,France,0.0,0.0,0,162,1,298.93,3,4,3,343,Inactive,Returning customers,Worst,10,Require Activation
12490.0,1991.0,France,0.0,0.0,1,96,6,3210.59,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
12492.0,190.0,Germany,0.0,0.0,0,106,2,227.21,2,3,4,234,Temporarily idle,Regulars,Worst,9,Require Activation
12493.0,204.0,France,1.0,0.004901960784313725,0,166,2,362.79,3,3,3,333,Inactive,Regulars,Top 75%,9,Require Activation
12494.0,358.0,France,6.0,0.01675977653631285,0,197,5,725.7100000000002,3,1,2,312,Inactive,Stellar customer,Top 50%,6,Potential
12497.0,1231.0,Germany,0.0,0.0,1,82,1,953.1,2,4,2,242,Temporarily idle,Returning customers,Top 50%,8,Needs Attention
12498.0,67.0,Germany,0.0,0.0,1,58,1,211.25,1,4,4,144,Temporarily idle,Returning customers,Worst,9,Require Activation
12500.0,1313.0,Germany,2.0,0.0015232292460015233,1,70,7,1750.19,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
12501.0,1775.0,Germany,0.0,0.0,0,162,1,2025.3899999999992,3,4,1,341,Inactive,Returning customers,Best,8,Needs Attention
12502.0,794.0,Spain,0.0,0.0,0,188,5,2995.8700000000003,3,1,1,311,Inactive,Stellar customer,Best,5,Loyal
12506.0,23.0,France,0.0,0.0,3,233,1,73.50000000000003,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
12507.0,896.0,Spain,11.0,0.012276785714285714,0,135,3,1052.81,3,2,2,322,Temporarily idle,Regulars,Top 50%,7,Promising
12509.0,54.0,France,0.0,0.0,3,285,1,158.5,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
12510.0,347.0,Spain,0.0,0.0,0,143,2,814.57,3,3,2,332,Inactive,Regulars,Top 50%,8,Needs Attention
12512.0,96.0,Israel,0.0,0.0,3,244,2,132.18000000000004,4,3,4,434,Inactive,Regulars,Worst,11,Require Activation
12513.0,459.0,France,0.0,0.0,0,113,1,558.2900000000001,3,4,3,343,Temporarily idle,Returning customers,Top 75%,10,Require Activation
12514.0,440.0,Italy,0.0,0.0,3,268,1,1017.6800000000002,4,4,2,442,Inactive,Returning customers,Top 50%,10,Require Activation
12515.0,128.0,Italy,0.0,0.0,3,354,1,278.7,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
12516.0,868.0,Germany,0.0,0.0,1,4,2,1186.06,1,3,2,132,Highly active,Regulars,Top 50%,6,Potential
12517.0,1037.0,Germany,0.0,0.0,1,74,3,1812.6500000000003,2,2,1,221,Temporarily idle,Regulars,Best,5,Loyal
12518.0,799.0,Germany,0.0,0.0,1,0,3,1104.79,1,2,2,122,Highly active,Regulars,Top 50%,5,Loyal
12519.0,172.0,Germany,0.0,0.0,0,153,1,276.84,3,4,4,344,Inactive,Returning customers,Worst,11,Require Activation
12520.0,1423.0,Germany,9.0,0.006324666198172874,1,37,5,2294.51,1,1,1,111,Frequent,Stellar customer,Best,3,Can't Loose Them
12521.0,306.0,Germany,0.0,0.0,0,143,1,545.6800000000001,3,4,3,343,Inactive,Returning customers,Top 75%,10,Require Activation
12523.0,647.0,France,0.0,0.0,1,9,9,1209.13,1,1,2,112,Highly active,Stellar customer,Top 50%,4,Champions
12524.0,3561.0,Germany,0.0,0.0,1,70,7,3673.92,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
12526.0,316.0,Germany,0.0,0.0,0,184,1,484.29999999999995,3,4,3,343,Inactive,Returning customers,Top 75%,10,Require Activation
12527.0,233.0,Germany,0.0,0.0,1,82,3,330.71000000000004,2,2,3,223,Temporarily idle,Regulars,Top 75%,7,Promising
12528.0,592.0,Germany,4.0,0.006756756756756757,0,115,5,1322.8799999999999,3,1,2,312,Temporarily idle,Stellar customer,Top 50%,6,Potential
12530.0,904.0,Germany,10.0,0.011061946902654867,1,30,4,1479.48,1,2,1,121,Frequent,Regulars,Top 50%,4,Champions
12534.0,645.0,Germany,0.0,0.0,3,336,1,981.1800000000001,4,4,2,442,Inactive,Returning customers,Top 50%,10,Require Activation
12535.0,219.0,France,0.0,0.0,1,92,2,716.3500000000001,2,3,2,232,Temporarily idle,Regulars,Top 50%,7,Promising
12536.0,2801.0,France,0.0,0.0,1,30,1,4279.710000000004,1,4,1,141,Frequent,Returning customers,Best,6,Potential
12539.0,1621.0,Spain,0.0,0.0,1,70,3,4517.69,2,2,1,221,Temporarily idle,Regulars,Best,5,Loyal
12540.0,5266.0,Spain,7.0,0.001329282187618686,1,39,14,9274.139999999998,1,1,1,111,Frequent,Stellar customer,Best,3,Can't Loose Them
12541.0,417.0,Spain,0.0,0.0,0,174,2,480.14,3,3,3,333,Inactive,Regulars,Top 75%,9,Require Activation
12545.0,517.0,Spain,0.0,0.0,1,76,2,832.39,2,3,2,232,Temporarily idle,Regulars,Top 50%,7,Promising
12546.0,472.0,Spain,16.0,0.03389830508474576,1,78,1,656.2,2,4,2,242,Temporarily idle,Returning customers,Top 75%,8,Needs Attention
12547.0,132.0,Spain,0.0,0.0,0,198,2,151.8,3,3,4,334,Inactive,Regulars,Worst,10,Require Activation
12548.0,48.0,Spain,0.0,0.0,0,167,1,67.19999999999999,3,4,4,344,Inactive,Returning customers,Worst,11,Require Activation
12550.0,564.0,Spain,0.0,0.0,1,80,1,824.8299999999994,2,4,2,242,Temporarily idle,Returning customers,Top 50%,8,Needs Attention
12551.0,100.0,Spain,0.0,0.0,3,358,1,168.0,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
12553.0,1552.0,France,39.0,0.025128865979381444,1,0,8,2518.8400000000006,1,1,1,111,Highly active,Stellar customer,Best,3,Can't Loose Them
12556.0,163.0,Spain,0.0,0.0,1,33,1,308.7499999999999,1,4,3,143,Frequent,Returning customers,Top 75%,8,Needs Attention
12557.0,3464.0,Spain,0.0,0.0,1,39,4,9000.96,1,2,1,121,Frequent,Regulars,Best,4,Champions
12559.0,281.0,Germany,0.0,0.0,3,311,2,525.7099999999999,4,3,3,433,Inactive,Regulars,Top 75%,10,Require Activation
12560.0,812.0,Germany,8.0,0.009852216748768473,0,144,1,1268.61,3,4,2,342,Inactive,Returning customers,Top 50%,9,Require Activation
12561.0,177.0,Germany,0.0,0.0,1,69,1,238.85,2,4,4,244,Temporarily idle,Returning customers,Worst,10,Require Activation
12562.0,1227.0,France,0.0,0.0,1,57,5,2255.47,1,1,1,111,Temporarily idle,Stellar customer,Best,3,Can't Loose Them
12564.0,130.0,France,0.0,0.0,3,262,1,402.9000000000001,4,4,3,443,Inactive,Returning customers,Top 75%,11,Require Activation
12565.0,80.0,Saudi Arabia,5.0,0.0625,3,289,1,131.17000000000002,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
12566.0,262.0,Germany,1.0,0.003816793893129771,1,87,1,292.70000000000005,2,4,3,243,Temporarily idle,Returning customers,Worst,9,Require Activation
12567.0,3495.0,France,216.0,0.061802575107296136,1,109,9,6879.639999999999,3,1,1,311,Temporarily idle,Stellar customer,Best,5,Loyal
12569.0,1110.0,Germany,6.0,0.005405405405405406,1,0,18,2051.2799999999997,1,1,1,111,Highly active,Stellar customer,Best,3,Can't Loose Them
12571.0,197.0,France,0.0,0.0,1,63,1,248.35,1,4,4,144,Temporarily idle,Returning customers,Worst,9,Require Activation
12573.0,84.0,France,0.0,0.0,3,228,1,160.54,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
12574.0,59.0,France,0.0,0.0,3,316,1,182.45000000000002,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
12576.0,665.0,Poland,3.0,0.004511278195488722,0,130,4,927.7,3,2,2,322,Temporarily idle,Regulars,Top 50%,7,Promising
12577.0,134.0,France,0.0,0.0,3,360,1,195.89,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
12578.0,741.0,Italy,16.0,0.021592442645074223,3,331,1,1382.7600000000002,4,4,2,442,Inactive,Returning customers,Top 50%,10,Require Activation
12579.0,282.0,France,6.0,0.02127659574468085,1,79,1,374.71999999999997,2,4,3,243,Temporarily idle,Returning customers,Top 75%,9,Require Activation
12580.0,236.0,Germany,0.0,0.0,0,159,1,379.7,3,4,3,343,Inactive,Returning customers,Top 75%,10,Require Activation
12582.0,296.0,Finland,0.0,0.0,3,239,2,351.36,4,3,3,433,Inactive,Regulars,Top 75%,10,Require Activation
12583.0,3992.0,France,14.0,0.0035070140280561123,1,0,12,4967.239999999999,1,1,1,111,Highly active,Stellar customer,Best,3,Can't Loose Them
12584.0,243.0,Italy,12.0,0.04938271604938271,1,58,6,1214.15,1,1,2,112,Temporarily idle,Stellar customer,Top 50%,4,Champions
12585.0,1267.0,Germany,20.0,0.01578531965272297,3,235,2,1770.25,4,3,1,431,Inactive,Regulars,Best,8,Needs Attention
12589.0,82.0,France,0.0,0.0,0,145,1,113.5,3,4,4,344,Inactive,Returning customers,Worst,11,Require Activation
12590.0,4282.0,Germany,4.0,0.0009341429238673517,1,5,1,9338.380000000003,1,4,1,141,Highly active,Returning customers,Best,6,Potential
12591.0,225.0,Italy,0.0,0.0,3,318,1,368.84999999999985,4,4,3,443,Inactive,Returning customers,Top 75%,11,Require Activation
12592.0,288.0,Germany,0.0,0.0,1,66,2,401.6,2,3,3,233,Temporarily idle,Regulars,Top 75%,8,Needs Attention
12593.0,204.0,France,0.0,0.0,0,109,3,382.1,3,2,3,323,Temporarily idle,Regulars,Top 75%,8,Needs Attention
12594.0,1435.0,Italy,0.0,0.0,1,63,7,2399.9,1,1,1,111,Temporarily idle,Stellar customer,Best,3,Can't Loose Them
12596.0,154.0,Spain,0.0,0.0,1,36,1,213.95,1,4,4,144,Frequent,Returning customers,Worst,9,Require Activation
12597.0,664.0,Spain,0.0,0.0,1,95,2,1120.81,2,3,2,232,Temporarily idle,Regulars,Top 50%,7,Promising
12598.0,1248.0,France,24.0,0.019230769230769232,1,72,4,1727.7400000000002,2,2,1,221,Temporarily idle,Regulars,Best,5,Loyal
12599.0,742.0,France,0.0,0.0,1,33,6,731.04,1,1,2,112,Frequent,Stellar customer,Top 50%,4,Champions
12600.0,600.0,Germany,0.0,0.0,1,85,9,1985.46,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
12601.0,240.0,Germany,1.0,0.004166666666666667,1,39,5,479.56000000000006,1,1,3,113,Frequent,Stellar customer,Top 75%,5,Loyal
12602.0,162.0,France,0.0,0.0,1,0,1,153.12000000000003,1,4,4,144,Highly active,Returning customers,Worst,9,Require Activation
12604.0,200.0,France,0.0,0.0,1,80,2,236.18,2,3,4,234,Temporarily idle,Regulars,Worst,9,Require Activation
12607.0,1228.0,USA,1228.0,1.0,1,61,1,0.0,1,4,4,144,Temporarily idle,Returning customers,Worst,9,Require Activation
12609.0,639.0,Germany,0.0,0.0,1,79,3,964.85,2,2,2,222,Temporarily idle,Regulars,Top 50%,6,Potential
12610.0,620.0,Italy,0.0,0.0,0,107,2,1104.25,2,3,2,232,Temporarily idle,Regulars,Top 50%,7,Promising
12612.0,260.0,Germany,0.0,0.0,1,75,1,668.0400000000001,2,4,2,242,Temporarily idle,Returning customers,Top 50%,8,Needs Attention
12613.0,1630.0,Germany,0.0,0.0,1,58,4,3092.38,1,2,1,121,Temporarily idle,Regulars,Best,4,Champions
12614.0,76.0,Germany,0.0,0.0,0,160,1,315.59999999999997,3,4,3,343,Inactive,Returning customers,Top 75%,10,Require Activation
12615.0,745.0,France,0.0,0.0,1,72,2,1103.3900000000003,2,3,2,232,Temporarily idle,Regulars,Top 50%,7,Promising
12616.0,280.0,France,7.0,0.025,0,215,2,623.05,4,3,2,432,Inactive,Regulars,Top 75%,9,Require Activation
12619.0,2382.0,Germany,3.0,0.0012594458438287153,1,78,6,2150.95,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
12620.0,740.0,France,0.0,0.0,1,81,2,939.3199999999999,2,3,2,232,Temporarily idle,Regulars,Top 50%,7,Promising
12621.0,5789.0,Germany,29.0,0.005009500777336327,1,5,17,10114.590000000002,1,1,1,111,Highly active,Stellar customer,Best,3,Can't Loose Them
12622.0,68.0,Germany,0.0,0.0,3,233,1,162.09999999999997,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
12623.0,189.0,Germany,0.0,0.0,0,129,1,269.1,3,4,4,344,Temporarily idle,Returning customers,Worst,11,Require Activation
12624.0,351.0,France,0.0,0.0,0,107,2,569.13,2,3,3,233,Temporarily idle,Regulars,Top 75%,8,Needs Attention
12625.0,1597.0,Germany,32.0,0.020037570444583593,1,5,2,2367.4199999999996,1,3,1,131,Highly active,Regulars,Best,5,Loyal
12626.0,3159.0,Germany,88.0,0.027856916745805635,0,113,7,5352.719999999998,3,1,1,311,Temporarily idle,Stellar customer,Best,5,Loyal
12627.0,2424.0,Germany,0.0,0.0,0,110,5,3569.5499999999997,3,1,1,311,Temporarily idle,Stellar customer,Best,5,Loyal
12628.0,194.0,Germany,0.0,0.0,0,183,1,315.64,3,4,3,343,Inactive,Returning customers,Top 75%,10,Require Activation
12631.0,232.0,Finland,0.0,0.0,1,58,1,480.50000000000017,1,4,3,143,Temporarily idle,Returning customers,Top 75%,8,Needs Attention
12633.0,1149.0,Germany,13.0,0.011314186248912098,1,0,4,1906.6300000000003,1,2,1,121,Highly active,Regulars,Best,4,Champions
12635.0,1162.0,Germany,0.0,0.0,1,31,2,1509.1799999999994,1,3,1,131,Frequent,Regulars,Top 50%,5,Loyal
12637.0,2983.0,France,9.0,0.0030170968823332216,1,92,8,5790.249999999998,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
12639.0,198.0,Sweden,0.0,0.0,3,239,1,366.1,4,4,3,443,Inactive,Returning customers,Top 75%,11,Require Activation
12640.0,241.0,France,0.0,0.0,1,82,1,674.5899999999999,2,4,2,242,Temporarily idle,Returning customers,Top 50%,8,Needs Attention
